_id,tipo,estado,canal_entrada,fecha_entrada,fecha_contestacion,consejeria,unidad_descripcion,tema,subtema
126,Queja,Contestada al Ciudadano,INTERNET,2024-01-05T00:00:00,2024-01-12T00:00:00,"Consejería de Vivienda, Transportes e Infraestructuras",Dirección General de Vivienda y Rehabilitación,VIVIENDA,VIVIENDAS DEL IVIMA
127,Queja,Contestada al Ciudadano,INTERNET,2024-01-05T00:00:00,2024-01-26T00:00:00,"Consejería de Cultura, Turismo y Deporte",Dirección General de Deportes,DEPORTES,"POLIDEPORTIVOS, PABELLONES Y PISCINAS"
128,Queja,Contestada al Ciudadano,INTERNET,2024-01-05T00:00:00,2024-01-18T00:00:00,"Consejería de Presidencia, Justicia y Administración Local",Dirección General de Justicia,JUSTICIA,REGISTROS CIVILES
129,Queja,Contestada al Ciudadano,INTERNET,2024-01-05T00:00:00,2024-02-07T00:00:00,"Consejería de Vivienda, Transportes e Infraestructuras",Dirección General de Vivienda y Rehabilitación,VIVIENDA,AYUDAS
130,Queja,Contestada al Ciudadano,PRESENCIAL,2024-01-05T00:00:00,2024-02-14T00:00:00,"Consejería de Economía, Hacienda y Empleo",Dirección General del Servicio Público de Empleo,EMPLEO,OFICINAS DE EMPLEO DE LA COMUNIDAD DE MADRID
131,Agradecimiento,Contestada al Ciudadano,PRESENCIAL,2024-01-05T00:00:00,2024-01-12T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Secretaría General Técnica,ATENCIÓN AL CIUDADANO,OFICINAS DE REGISTRO DE LA COMUNIDAD DE MADRID
132,Queja,Contestada al Ciudadano,INTERNET,2024-01-05T00:00:00,2024-01-16T00:00:00,"Consejería de Economía, Hacienda y Empleo",Dirección General de Autónomos y Emprendimiento,ECONOMIA,AYUDAS PARA EMPRENDEDORES
133,Queja,Contestada al Ciudadano,PRESENCIAL,2024-01-05T00:00:00,2024-05-31T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,DEPENDENCIA
134,Queja,Contestada al Ciudadano,INTERNET,2024-01-05T00:00:00,2024-01-09T00:00:00,"Consejería de Vivienda, Transportes e Infraestructuras",Dirección General de Vivienda y Rehabilitación,VIVIENDA,AYUDAS
135,Queja,Contestada al Ciudadano,INTERNET,2024-01-05T00:00:00,2024-01-29T00:00:00,"Consejería de Vivienda, Transportes e Infraestructuras",Agencia de Vivienda Social,VIVIENDA,VIVIENDAS DEL IVIMA
136,Queja,Contestada al Ciudadano,LLAMADAS 012,2024-01-05T00:00:00,2024-02-26T00:00:00,Consejería de Sanidad,"Dirección General de Humanización, Atención y Seguridad al Paciente",SANIDAD,OTROS
137,Queja,Contestada al Ciudadano,INTERNET,2024-01-05T00:00:00,2024-02-02T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Dirección General de Atención a Personas con Discapacidad,POLÍTICAS SOCIALES,DISCAPACIDAD
138,Queja,Contestada al Ciudadano,INTERNET,2024-01-05T00:00:00,2024-01-23T00:00:00,Consejería de Sanidad,"Dirección General de Humanización, Atención y Seguridad al Paciente",SANIDAD,SALUD PÚBLICA
139,Queja,Contestada al Ciudadano,PRESENCIAL,2024-01-05T00:00:00,2024-01-25T00:00:00,"Consejería de Economía, Hacienda y Empleo",Dirección General de Trabajo,EMPLEO,RELACIONES LABORALES
140,Queja,Enviada a Otra Administración,INTERNET,2024-01-05T00:00:00,,"Consejería de Presidencia, Justicia y Administración Local",,OTROS,OTROS
141,Queja,Contestada al Ciudadano,INTERNET,2024-01-05T00:00:00,2024-03-15T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,DEPENDENCIA
142,Queja,Contestada al Ciudadano,INTERNET,2024-01-05T00:00:00,2024-01-18T00:00:00,"Consejería de Presidencia, Justicia y Administración Local",Dirección General de Justicia,JUSTICIA,REGISTROS CIVILES
143,Sugerencia,Contestada al Ciudadano,INTERNET,2024-01-05T00:00:00,2024-01-15T00:00:00,Consorcio Regional de Transportes,,TRANSPORTES,METRO 
144,Queja,Contestada al Ciudadano,INTERNET,2024-01-05T00:00:00,2024-01-09T00:00:00,Consejería de Sanidad,Dirección General de Salud Pública,SANIDAD,SALUD PÚBLICA
145,Queja,Recepcionada por Unidad,INTERNET,2024-01-05T00:00:00,,"Consejería de Vivienda, Transportes e Infraestructuras",Agencia de Vivienda Social,VIVIENDA,VIVIENDAS DEL IVIMA
146,Queja,Contestada al Ciudadano,INTERNET,2024-01-05T00:00:00,2024-01-11T00:00:00,"Consejería de Cultura, Turismo y Deporte",Dirección General de Patrimonio Cultural,CULTURA,BIBLIOTECAS
147,Queja,Contestada al Ciudadano,INTERNET,2024-01-05T00:00:00,2024-01-17T00:00:00,Consejería de Sanidad,"Dirección General de Humanización, Atención y Seguridad al Paciente",SANIDAD,OTROS
148,Queja,Contestada al Ciudadano,INTERNET,2024-01-06T00:00:00,2024-03-12T00:00:00,"Consejería de Economía, Hacienda y Empleo",Dirección General del Servicio Público de Empleo,EMPLEO,EMPLEO
149,Queja,Contestada al Ciudadano,LLAMADAS 012,2024-01-06T00:00:00,2024-01-12T00:00:00,Consorcio Regional de Transportes,,TRANSPORTES,AUTOBUSES INTERURBANOS
150,Queja,Contestada al Ciudadano,INTERNET,2024-01-06T00:00:00,2024-01-23T00:00:00,"Consejería de Presidencia, Justicia y Administración Local",Dirección General de Justicia,JUSTICIA,REGISTROS CIVILES
151,Queja,Contestada al Ciudadano,INTERNET,2024-01-06T00:00:00,2024-01-26T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,MAYORES
152,Queja,Contestada al Ciudadano,INTERNET,2024-01-06T00:00:00,2024-02-13T00:00:00,Consejería de Sanidad,"Dirección General de Humanización, Atención y Seguridad al Paciente",SANIDAD,CITA SANITARIA
153,Queja,Contestada al Ciudadano,INTERNET,2024-01-06T00:00:00,2024-01-11T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Dirección General de Atención a Personas con Discapacidad,POLÍTICAS SOCIALES,DISCAPACIDAD
154,Queja,Contestada al Ciudadano,INTERNET,2024-01-06T00:00:00,2024-01-11T00:00:00,"Consejería de Cultura, Turismo y Deporte",Dirección General de Patrimonio Cultural,CULTURA,BIBLIOTECAS
155,Queja,Enviada a Otra Administración,INTERNET,2024-01-06T00:00:00,,"Consejería de Familia, Juventud y Asuntos Sociales",,POLÍTICAS SOCIALES,PRESTACIONES SOCIALES Y PENSIONES NO CONTRIBUTIVAS
156,Queja,Recepcionada por Unidad,INTERNET,2024-01-06T00:00:00,,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección General de Infraestructuras y Servicios,EDUCACIÓN,SECUNDARIA OBLIGATORIA Y BACHILLERATO
157,Queja,Enviada a Otra Administración,INTERNET,2024-01-06T00:00:00,,"Consejería de Educación, Universidades, Ciencia y Portavocía",,EDUCACIÓN,OTROS
158,Queja,Contestada al Ciudadano,INTERNET,2024-01-06T00:00:00,2024-01-23T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Dirección General de Atención a Personas con Discapacidad,POLÍTICAS SOCIALES,DISCAPACIDAD
159,Queja,Contestada al Ciudadano,INTERNET,2024-01-06T00:00:00,2024-02-14T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Agencia Madrileña de Atención Social,POLÍTICAS SOCIALES,MAYORES
160,Queja,Contestada al Ciudadano,INTERNET,2024-01-06T00:00:00,2024-01-25T00:00:00,"Consejería de Cultura, Turismo y Deporte",Dirección General de Deportes,DEPORTES,"POLIDEPORTIVOS, PABELLONES Y PISCINAS"
161,Queja,Recepcionada por Unidad,INTERNET,2024-01-06T00:00:00,,"Consejería de Medio Ambiente, Agricultura e Interior",Dirección General de Transición Energética y Economía Circular,MEDIO AMBIENTE,CALIDAD AMBIENTAL
162,Sugerencia,Contestada al Ciudadano,INTERNET,2024-01-07T00:00:00,2024-01-12T00:00:00,Consorcio Regional de Transportes,,TRANSPORTES,AUTOBUSES INTERURBANOS
163,Queja,Contestada al Ciudadano,INTERNET,2024-01-07T00:00:00,2024-01-25T00:00:00,"Consejería de Economía, Hacienda y Empleo",Dirección General de Trabajo,EMPLEO,RELACIONES LABORALES
164,Queja,Contestada al Ciudadano,INTERNET,2024-01-07T00:00:00,2024-01-11T00:00:00,"Consejería de Cultura, Turismo y Deporte",Dirección General de Patrimonio Cultural,CULTURA,BIBLIOTECAS
165,Queja,Contestada al Ciudadano,INTERNET,2024-01-07T00:00:00,2024-01-11T00:00:00,"Consejería de Cultura, Turismo y Deporte",Dirección General de Patrimonio Cultural,CULTURA,BIBLIOTECAS
166,Queja,Contestada al Ciudadano,INTERNET,2024-01-07T00:00:00,2024-01-25T00:00:00,"Consejería de Cultura, Turismo y Deporte",Dirección General de Patrimonio Cultural,CULTURA,BIBLIOTECAS
167,Queja,Contestada al Ciudadano,INTERNET,2024-01-07T00:00:00,2024-03-06T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,DEPENDENCIA
168,Queja,Contestada al Ciudadano,INTERNET,2024-01-07T00:00:00,2024-01-11T00:00:00,"Consejería de Cultura, Turismo y Deporte",Dirección General de Patrimonio Cultural,CULTURA,BIBLIOTECAS
169,Queja,Cancelada,INTERNET,2024-01-07T00:00:00,,"Consejería de Presidencia, Justicia y Administración Local",Dirección General de Justicia,JUSTICIA,OTROS
170,Queja,Contestada al Ciudadano,INTERNET,2024-01-07T00:00:00,2024-01-11T00:00:00,"Consejería de Cultura, Turismo y Deporte",Dirección General de Patrimonio Cultural,CULTURA,BIBLIOTECAS
171,Queja,Contestada al Ciudadano,INTERNET,2024-01-07T00:00:00,2024-01-11T00:00:00,"Consejería de Cultura, Turismo y Deporte",Dirección General de Patrimonio Cultural,CULTURA,BIBLIOTECAS
172,Queja,Contestada al Ciudadano,INTERNET,2024-01-07T00:00:00,2024-01-11T00:00:00,"Consejería de Cultura, Turismo y Deporte",Dirección General de Patrimonio Cultural,CULTURA,BIBLIOTECAS
173,Queja,Contestada al Ciudadano,INTERNET,2024-01-07T00:00:00,2024-01-11T00:00:00,"Consejería de Cultura, Turismo y Deporte",Dirección General de Patrimonio Cultural,CULTURA,BIBLIOTECAS
174,Queja,Contestada al Ciudadano,INTERNET,2024-01-07T00:00:00,2024-02-14T00:00:00,"Consejería de Economía, Hacienda y Empleo",Dirección General del Servicio Público de Empleo,EMPLEO,OFICINAS DE EMPLEO DE LA COMUNIDAD DE MADRID
175,Queja,Contestada al Ciudadano,INTERNET,2024-01-07T00:00:00,2024-05-21T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,MAYORES
176,Queja,Recepcionada por Unidad,INTERNET,2024-01-07T00:00:00,,"Consejería de Vivienda, Transportes e Infraestructuras",Agencia de Vivienda Social,VIVIENDA,VIVIENDAS DEL IVIMA
177,Agradecimiento,Contestada al Ciudadano,INTERNET,2024-01-07T00:00:00,2024-08-02T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Dirección General de Atención a Personas con Discapacidad,POLÍTICAS SOCIALES,DISCAPACIDAD
178,Queja,Contestada al Ciudadano,INTERNET,2024-01-07T00:00:00,2024-01-18T00:00:00,"Consejería de Presidencia, Justicia y Administración Local",Dirección General de Justicia,JUSTICIA,REGISTROS CIVILES
179,Queja,Contestada al Ciudadano,INTERNET,2024-01-08T00:00:00,2024-03-06T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,DEPENDENCIA
180,Queja,Contestada al Ciudadano,INTERNET,2024-01-08T00:00:00,2024-08-06T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Dirección General de Atención a Personas con Discapacidad,POLÍTICAS SOCIALES,DISCAPACIDAD
181,Queja,Contestada al Ciudadano,PRESENCIAL,2024-01-08T00:00:00,2024-01-18T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Agencia Madrileña de Atención Social,POLÍTICAS SOCIALES,MAYORES
182,Queja,Contestada al Ciudadano,INTERNET,2024-01-08T00:00:00,2024-01-18T00:00:00,"Consejería de Presidencia, Justicia y Administración Local",Dirección General de Justicia,JUSTICIA,REGISTROS CIVILES
183,Queja,Cancelada,INTERNET,2024-01-08T00:00:00,,"Consejería de Presidencia, Justicia y Administración Local",,ATENCIÓN AL CIUDADANO,Sin valor
184,Queja,Contestada al Ciudadano,INTERNET,2024-01-08T00:00:00,2024-03-06T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,DEPENDENCIA
185,Queja,Contestada al Ciudadano,INTERNET,2024-01-08T00:00:00,2024-01-10T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid Capital,EDUCACIÓN,INFANTIL Y PRIMARIA
186,Queja,Contestada al Ciudadano,INTERNET,2024-01-08T00:00:00,2024-01-09T00:00:00,Consejería de Sanidad,"Dirección General de Humanización, Atención y Seguridad al Paciente",SANIDAD,SALUD PÚBLICA
187,Queja,Contestada al Ciudadano,INTERNET,2024-01-08T00:00:00,2024-01-18T00:00:00,"Consejería de Vivienda, Transportes e Infraestructuras",Dirección General de Vivienda y Rehabilitación,VIVIENDA,AYUDAS
188,Queja,Contestada al Ciudadano,INTERNET,2024-01-08T00:00:00,2024-02-12T00:00:00,"Consejería de Vivienda, Transportes e Infraestructuras",Dirección General de Vivienda y Rehabilitación,VIVIENDA,AYUDAS
189,Queja,Contestada al Ciudadano,INTERNET,2024-01-08T00:00:00,2024-01-19T00:00:00,"Consejería de Presidencia, Justicia y Administración Local",Subdirección General de Atención al Ciudadano,ATENCIÓN AL CIUDADANO,OFICINAS DE ATENCIÓN AL CIUDADANO DE LA COMUNIDAD DE MADRID
190,Queja,Contestada al Ciudadano,INTERNET,2024-01-08T00:00:00,2024-01-26T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,MAYORES
9036,Queja,Enviada a Otra Administración,INTERNET,2024-06-27T00:00:00,,,,CULTURA,PATRIMONIO HISTÓRICO
191,Queja,Contestada al Ciudadano,INTERNET,2024-01-08T00:00:00,2024-01-11T00:00:00,"Consejería de Cultura, Turismo y Deporte",Dirección General de Patrimonio Cultural,CULTURA,BIBLIOTECAS
192,Queja,Contestada al Ciudadano,INTERNET,2024-01-08T00:00:00,2024-01-11T00:00:00,"Consejería de Cultura, Turismo y Deporte",Dirección General de Patrimonio Cultural,CULTURA,BIBLIOTECAS
193,Queja,Contestada al Ciudadano,INTERNET,2024-01-08T00:00:00,2024-01-11T00:00:00,"Consejería de Cultura, Turismo y Deporte",Dirección General de Patrimonio Cultural,CULTURA,BIBLIOTECAS
194,Queja,Contestada al Ciudadano,INTERNET,2024-01-08T00:00:00,2024-05-21T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,MAYORES
195,Queja,Contestada al Ciudadano,INTERNET,2024-01-08T00:00:00,2024-01-17T00:00:00,"Consejería de Vivienda, Transportes e Infraestructuras",Dirección General de Vivienda y Rehabilitación,VIVIENDA,AYUDAS
196,Queja,Contestada al Ciudadano,INTERNET,2024-01-08T00:00:00,2024-01-11T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid Capital,EDUCACIÓN,DAT MADRID
197,Queja,Contestada al Ciudadano,INTERNET,2024-01-08T00:00:00,2024-03-18T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,DEPENDENCIA
198,Queja,Contestada al Ciudadano,INTERNET,2024-01-08T00:00:00,2024-01-18T00:00:00,"Consejería de Presidencia, Justicia y Administración Local",Dirección General de Justicia,JUSTICIA,JUSTICIA GRATUITA
199,Queja,Contestada al Ciudadano,INTERNET,2024-01-08T00:00:00,2024-01-26T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Dirección General de Servicios Sociales e Integración,POLÍTICAS SOCIALES,PRESTACIONES SOCIALES Y PENSIONES NO CONTRIBUTIVAS
200,Queja,Contestada al Ciudadano,INTERNET,2024-01-08T00:00:00,2024-01-09T00:00:00,"Consejería de Educación, Universidades, Ciencia y Portavocía",Dirección del Área Territorial de Madrid-Este,EDUCACIÓN,DAT MADRID
201,Queja,Contestada al Ciudadano,INTERNET,2024-01-08T00:00:00,2024-01-11T00:00:00,"Consejería de Cultura, Turismo y Deporte",Dirección General de Patrimonio Cultural,CULTURA,BIBLIOTECAS
202,Queja,Contestada al Ciudadano,INTERNET,2024-01-08T00:00:00,2024-03-06T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,DEPENDENCIA
203,Queja,Contestada al Ciudadano,INTERNET,2024-01-08T00:00:00,2024-01-09T00:00:00,"Consejería de Vivienda, Transportes e Infraestructuras",Dirección General de Vivienda y Rehabilitación,VIVIENDA,PLAN DE VIVIENDA JOVEN
204,Queja,Contestada al Ciudadano,INTERNET,2024-01-08T00:00:00,2024-03-18T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,DEPENDENCIA
205,Queja,Contestada al Ciudadano,PRESENCIAL,2024-01-08T00:00:00,2024-01-30T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Subdirección General de Inspección de Centros y Servicios Sociales,POLÍTICAS SOCIALES,MAYORES
206,Queja,Contestada al Ciudadano,INTERNET,2024-01-08T00:00:00,2024-05-21T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,MAYORES
207,Queja,Contestada al Ciudadano,INTERNET,2024-01-08T00:00:00,2024-01-25T00:00:00,Consorcio Regional de Transportes,,TRANSPORTES,AUTOBUSES INTERURBANOS
208,Queja,Contestada al Ciudadano,LLAMADAS 012,2024-01-08T00:00:00,2024-02-09T00:00:00,Consorcio Regional de Transportes,,TRANSPORTES,INTERCAMBIADORES
209,Queja,Contestada al Ciudadano,PRESENCIAL,2024-01-08T00:00:00,2024-02-09T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Agencia Madrileña de Atención Social,POLÍTICAS SOCIALES,MAYORES
210,Queja,Contestada al Ciudadano,INTERNET,2024-01-08T00:00:00,2024-05-31T00:00:00,"Consejería de Vivienda, Transportes e Infraestructuras",Dirección General de Carreteras,TRANSPORTES,CARRETERAS
211,Queja,Cancelada,INTERNET,2024-01-08T00:00:00,,"Consejería de Vivienda, Transportes e Infraestructuras",Dirección General de Carreteras,TRANSPORTES,OTROS
212,Queja,Contestada al Ciudadano,INTERNET,2024-01-08T00:00:00,2024-01-15T00:00:00,Consejería de Sanidad,"Dirección General de Humanización, Atención y Seguridad al Paciente",SANIDAD,SALUD PÚBLICA
213,Queja,Contestada al Ciudadano,INTERNET,2024-01-08T00:00:00,2024-01-17T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Dirección General de Atención a Personas con Discapacidad,POLÍTICAS SOCIALES,DISCAPACIDAD
214,Queja,Contestada al Ciudadano,PRESENCIAL,2024-01-08T00:00:00,2024-02-12T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Agencia Madrileña de Atención Social,POLÍTICAS SOCIALES,MAYORES
215,Queja,Contestada al Ciudadano,INTERNET,2024-01-08T00:00:00,2024-01-19T00:00:00,"Consejería de Vivienda, Transportes e Infraestructuras",Dirección General de Vivienda y Rehabilitación,VIVIENDA,AYUDAS
216,Queja,Contestada al Ciudadano,INTERNET,2024-01-08T00:00:00,2024-04-05T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",DG de Atención al Mayor y a la Dependencia,POLÍTICAS SOCIALES,DEPENDENCIA
217,Queja,Contestada al Ciudadano,INTERNET,2024-01-08T00:00:00,2024-01-11T00:00:00,"Consejería de Familia, Juventud y Asuntos Sociales",Dirección General de Atención a Personas con Discapacidad,POLÍTICAS SOCIALES,DISCAPACIDAD
218,Queja,Contestada al Ciudadano,INTERNET,2024-01-08T00:00:00,2024-01-10T00:00:00,"Consejería de Vivienda, Transportes e Infraestructuras",Dirección General de Vivienda y Rehabilitación,VIVIENDA,AYUDAS
219,Queja,Contestada al Ciudadano,INTERNET,2024-01-08T00:00:00,2024-01-10T00:00:00,"Consejería de Vivienda, Transportes e Infraestructuras",Dirección General de Vivienda y Rehabilitación,VIVIENDA,AYUDAS
220,Queja,Cancelada,INTERNET,2024-01-08T00:00:00,,"Consejería de Presidencia, Justicia y Administración Local",,ATENCIÓN AL CIUDADANO,Sin valor
221,Queja,Contestada al Ciudadano,INTERNET,2024-01-08T00:00:00,2024-02-07T00:00:00,"Consejería de Economía, Hacienda y Empleo",Dirección General de Formación,EMPLEO,FORMACIÓN 
222,Queja,Contestada al Ciudadano,INTERNET,2024-01-08T00:00:00,2024-01-23T00:00:00,Consejería de Sanidad,"Dirección General de Humanización, Atención y Seguridad al Paciente",SANIDAD,TRANSPORTE SANITARIO
223,Queja,Contestada al Ciudadano,INTERNET,2024-01-08T00:00:00,2024-01-25T00:00:00,Consejería de Sanidad,"Dirección General de Humanización, Atención y Seguridad al Paciente",SANIDAD,OTROS
